val,test
1.959433674812317,1.957600474357605
1.948278546333313,1.943378210067749
1.930567979812622,1.9295636415481567
1.9180042743682861,1.91655433177948
1.9025832414627075,1.898665189743042
1.873278260231018,1.8678555488586426
1.8415005207061768,1.8335577249526978
1.7895467281341553,1.786446213722229
1.7295790910720825,1.7363592386245728
1.6677517890930176,1.6741318702697754
1.6107784509658813,1.6077697277069092
1.5740293264389038,1.57138192653656
1.5529648065567017,1.551904559135437
1.5181978940963745,1.5472675561904907
1.5089664459228516,1.5165382623672485
1.5072135925292969,1.5180528163909912
1.5044909715652466,1.4996789693832397
1.4977798461914062,1.510467529296875
1.4823026657104492,1.5047607421875
1.4731435775756836,1.4909486770629883
1.4835268259048462,1.495157241821289
1.4699965715408325,1.4756665229797363
1.4532498121261597,1.4824110269546509
1.4731098413467407,1.4715137481689453
1.4596859216690063,1.461771845817566
1.4423599243164062,1.4640319347381592
1.4435739517211914,1.4568623304367065
1.4221903085708618,1.4497147798538208
1.4564019441604614,1.4280248880386353
1.4217427968978882,1.4401726722717285
1.4318562746047974,1.4298524856567383
1.4404054880142212,1.4291642904281616
1.4193567037582397,1.4342910051345825
1.4240387678146362,1.4436116218566895
1.414196491241455,1.4421759843826294
1.4122419357299805,1.4252678155899048
1.4268550872802734,1.4308505058288574
1.4116566181182861,1.400639295578003
1.4055265188217163,1.4219173192977905
1.4157072305679321,1.4017119407653809
1.405900239944458,1.4313856363296509
1.402728796005249,1.3959171772003174
1.4104207754135132,1.4164800643920898
1.414340615272522,1.402359127998352
1.3983677625656128,1.411858081817627
1.4132280349731445,1.4154243469238281
1.4076460599899292,1.4140366315841675
1.4058592319488525,1.4109928607940674
1.3890236616134644,1.4014251232147217
1.3765990734100342,1.3988056182861328
